epoch,step,train_loss,val_acc,val_loss
236,2369,,0.5013933777809143,0.0006331785698421299
237,2379,,0.6072032451629639,0.0005076904781162739
238,2389,,0.5629708766937256,0.0005636720452457666
239,2399,0.000687657855451107,,
239,2399,,0.5848329663276672,0.0005348084378056228
240,2409,,0.6038917303085327,0.0005117440014146268
241,2419,,0.5444679260253906,0.0005791022558696568
242,2429,,0.6640909314155579,0.0004401543119456619
243,2439,,0.6754172444343567,0.00042276724707335234
244,2449,0.0011122022988274693,,
244,2449,,0.6001421213150024,0.0005146651528775692
245,2459,,0.5813552141189575,0.0005391605664044619
246,2469,,0.6707466840744019,0.0004302934685256332
247,2479,,0.6758986711502075,0.00042592297540977597
248,2489,,0.4741989076137543,0.0006587164825759828
249,2499,0.001683930167928338,,
249,2499,,0.6705619096755981,0.00043043107143603265
250,2509,,0.690470278263092,0.0004070083377882838
251,2519,,0.5791425108909607,0.0005426569259725511
252,2529,,0.6125895977020264,0.0005016160430386662
253,2539,,0.598559558391571,0.0005208719521760941
254,2549,0.0014768593246117234,,
254,2549,,0.5719569325447083,0.0005472557968460023
255,2559,,0.6248996257781982,0.0004884233349002898
256,2569,,0.6220753192901611,0.000491710496135056
257,2579,,0.6817620992660522,0.0004140252131037414
258,2589,,0.5952118635177612,0.0005268003442324698
259,2599,0.002062878105789423,,
259,2599,,0.45476290583610535,0.0006921416497789323
260,2609,,0.6874912977218628,0.0004098538192920387
261,2619,,0.5262985229492188,0.0005955783417448401
262,2629,,0.6569118499755859,0.0004457320901565254
263,2639,,0.640427827835083,0.00046405906323343515
264,2649,0.0006514546694234014,,
264,2649,,0.6810253262519836,0.00041212551877833903
265,2659,,0.667698085308075,0.0004335744306445122
266,2669,,0.4603540897369385,0.0006747809238731861
267,2679,,0.6924425363540649,0.00040298234671354294
268,2689,,0.6413443684577942,0.0004668898181989789
269,2699,0.0009507489739917219,,
269,2699,,0.5998151898384094,0.000509881298057735
270,2709,,0.6786836385726929,0.00041411109850741923
271,2719,,0.7069069147109985,0.00038682259037159383
272,2729,,0.6520190238952637,0.0004471448773983866
273,2739,,0.7175631523132324,0.0003687090356834233
274,2749,0.00053311389638111,,
274,2749,,0.53155118227005,0.0005904126446694136
275,2759,,0.691286027431488,0.00040379815618507564
276,2769,,0.7112953066825867,0.00037532069836743176
277,2779,,0.7160143852233887,0.00037214637268334627
278,2789,,0.6474977135658264,0.0004527311830315739
279,2799,0.0012960380408912897,,
279,2799,,0.7221033573150635,0.00036519384593702853
280,2809,,0.7470667362213135,0.00033238783362321556
281,2819,,0.5264355540275574,0.0005989935016259551
282,2829,,0.719533383846283,0.00036963983438909054
283,2839,,0.7244789004325867,0.0003580924530979246
284,2849,0.0006282440735958517,,
284,2849,,0.720188319683075,0.0003620493516791612
285,2859,,0.6476147174835205,0.00045634302659891546
286,2869,,0.5725501775741577,0.0005488071474246681
287,2879,,0.31486380100250244,0.0008820575312711298
288,2889,,0.4242810308933258,0.0007345490739680827
289,2899,0.0019268542528152466,,
289,2899,,0.6705019474029541,0.0004296810657251626
290,2909,,0.5346238613128662,0.0005842163227498531
291,2919,,0.700238823890686,0.00039084572927094996
292,2929,,0.5807079076766968,0.0005347641417756677
293,2939,,0.6996367573738098,0.00039416857180185616
294,2949,0.0016826356295496225,,
294,2949,,0.5642541646957397,0.0005482792621478438
295,2959,,0.7199373841285706,0.00036470769555307925
296,2969,,0.7027504444122314,0.00038772058906033635
297,2979,,0.7020964026451111,0.0003919173905160278
298,2989,,0.5989210605621338,0.0005162004381418228
299,2999,0.0013619227102026343,,
299,2999,,0.7209148406982422,0.0003675111511256546
300,3009,,0.686198353767395,0.00040760860429145396
301,3019,,0.7300869822502136,0.00035128529998473823
302,3029,,0.7289489507675171,0.00035731366369873285
303,3039,,0.6137674450874329,0.0004887726390734315
304,3049,0.0024568536318838596,,
304,3049,,0.734407365322113,0.0003494903794489801
305,3059,,0.6745469570159912,0.0004240777052473277
306,3069,,0.7567005753517151,0.0003205390530638397
307,3079,,0.6184182167053223,0.00048472537309862673
308,3089,,0.7427324652671814,0.0003340654366184026
309,3099,0.0010768932988867164,,
309,3099,,0.7061249017715454,0.00038264907198026776
310,3109,,0.7080191969871521,0.00037510282709263265
311,3119,,0.6995493173599243,0.0003882848541252315
312,3129,,0.6856021285057068,0.0004070586583111435
313,3139,,0.7388253211975098,0.0003440851578488946
314,3149,0.0004655424563679844,,
314,3149,,0.7194496989250183,0.00036502673174254596
315,3159,,0.7528532147407532,0.000324806576827541
316,3169,,0.713904857635498,0.00036846735747531056
317,3179,,0.7006664872169495,0.00038856014725752175
318,3189,,0.760019063949585,0.000315334415063262
319,3199,0.0003961975162383169,,
319,3199,,0.7580952644348145,0.0003178127226419747
320,3209,,0.6399803757667542,0.00045892561320215464
321,3219,,0.7285586595535278,0.00035444728564471006
322,3229,,0.6694772243499756,0.00042460591066628695
323,3239,,0.6376045346260071,0.0004599401436280459
324,3249,0.0019167158752679825,,
324,3249,,0.7346986532211304,0.00035063657560385764
325,3259,,0.6798076033592224,0.0004049154231324792
326,3269,,0.5337706208229065,0.0005822133971378207
327,3279,,0.7371848821640015,0.0003452217497397214
328,3289,,0.720424473285675,0.0003690529556479305
329,3299,0.0009768175659701228,,
329,3299,,0.5683398246765137,0.0005539698177017272
330,3309,,0.6284729242324829,0.0004743238678202033
331,3319,,0.7317997217178345,0.00035084609407931566
332,3329,,0.6316593289375305,0.00047061830991879106
333,3339,,0.6797256469726562,0.00041191710624843836
334,3349,0.00045070121996104717,,
334,3349,,0.7275717854499817,0.0003524813801050186
335,3359,,0.7137263417243958,0.00037325092125684023
336,3369,,0.6494667530059814,0.000446668011136353
337,3379,,0.7229282855987549,0.0003623521188274026
338,3389,,0.7009463310241699,0.00038200474227778614
339,3399,0.0005042156553827226,,
339,3399,,0.750522792339325,0.0003275968483649194
340,3409,,0.7423131465911865,0.0003384853480383754
341,3419,,0.6696391105651855,0.0004202511627227068
342,3429,,0.7723183631896973,0.00030111250816844404
343,3439,,0.7349433898925781,0.00034933307324536145
344,3449,0.0011092763161286712,,
344,3449,,0.691027820110321,0.0003961358452215791
345,3459,,0.7589784264564514,0.00031544893863610923
346,3469,,0.7482373118400574,0.0003275494382251054
347,3479,,0.7654467225074768,0.0003086741780862212
348,3489,,0.7174845933914185,0.0003636401961557567
349,3499,0.0008299842593260109,,
349,3499,,0.7448277473449707,0.0003355444350745529
350,3509,,0.6828382015228271,0.00040869973599910736
351,3519,,0.7164547443389893,0.00036984964390285313
352,3529,,0.7147763967514038,0.00036770064616575837
353,3539,,0.7369517683982849,0.00034091260749846697
354,3549,0.0008731351117603481,,
354,3549,,0.7482110857963562,0.00033125930349342525
355,3559,,0.741260826587677,0.0003381873539183289
356,3569,,0.6395775079727173,0.0004555496561806649
357,3579,,0.7317253351211548,0.00035091181052848697
358,3589,,0.7142535448074341,0.0003740372776519507
359,3599,0.0013186335563659668,,
359,3599,,0.719483494758606,0.0003609141567721963
360,3609,,0.6800804138183594,0.0004079745849594474
361,3619,,0.7376194596290588,0.00034271914046257734
362,3629,,0.7500393390655518,0.000327115849358961
363,3639,,0.6944459676742554,0.00039526555337943137
364,3649,0.002019112929701805,,
364,3649,,0.7073140144348145,0.00038129452150315046
365,3659,,0.6897508502006531,0.0003991199773736298
366,3669,,0.7100819945335388,0.0003774482465814799
367,3679,,0.7473840117454529,0.00032826341339387
368,3689,,0.7194768786430359,0.00036704877857118845
369,3699,0.0008165073813870549,,
369,3699,,0.7614697813987732,0.0003127304371446371
370,3709,,0.7594066858291626,0.00031332916114479303
371,3719,,0.7314136624336243,0.0003474899276625365
372,3729,,0.7330069541931152,0.0003497481229715049
373,3739,,0.7293346524238586,0.0003485815832391381
374,3749,0.003899336326867342,,
374,3749,,0.7681843042373657,0.0003069777740165591
375,3759,,0.6506099104881287,0.00045266308006830513
376,3769,,0.760894238948822,0.00031497329473495483
377,3779,,0.7845909595489502,0.00028361909789964557
378,3789,,0.7553310990333557,0.0003191612777300179
379,3799,0.0009191432036459446,,
379,3799,,0.7763412594795227,0.0002963278675451875
380,3809,,0.773671567440033,0.00029826167155988514
381,3819,,0.746186375617981,0.0003318945236969739
382,3829,,0.760840654373169,0.00031238264637067914
383,3839,,0.6610389947891235,0.0004296625265851617
384,3849,0.002905934350565076,,
384,3849,,0.7625229358673096,0.0003148355463054031
385,3859,,0.6767905950546265,0.000411712535424158
386,3869,,0.7266699075698853,0.0003537737065926194
387,3879,,0.7317174673080444,0.00034619218786247075
388,3889,,0.7519177198410034,0.0003241310187149793
389,3899,0.0008539526024833322,,
389,3899,,0.7052736878395081,0.000379138276912272
390,3909,,0.7397710680961609,0.00033922880538739264
391,3919,,0.7391632795333862,0.00033883124706335366
392,3929,,0.7399036884307861,0.0003350909100845456
393,3939,,0.7405164837837219,0.00033584394259378314
394,3949,0.0018100962042808533,,
394,3949,,0.7466299533843994,0.0003308053419459611
395,3959,,0.7623190879821777,0.0003102376067545265
396,3969,,0.7810928821563721,0.0002892589254770428
397,3979,,0.7031787037849426,0.0003794818476308137
398,3989,,0.7728024125099182,0.00030080252327024937
399,3999,0.0008854262414388359,,
399,3999,,0.7346062660217285,0.0003442755260039121
400,4009,,0.7362008690834045,0.0003415199462324381
401,4019,,0.7575132250785828,0.0003202123334631324
402,4029,,0.7762680053710938,0.0002948121982626617
403,4039,,0.7304219603538513,0.00034886132925748825
404,4049,0.00110067508649081,,
404,4049,,0.7760156393051147,0.00029318491579033434
405,4059,,0.7532894611358643,0.0003192711155861616
406,4069,,0.7266971468925476,0.00035153888165950775
407,4079,,0.7665325999259949,0.0003071216633543372
408,4089,,0.7797233462333679,0.0002931059570983052
409,4099,0.0006149775581434369,,
409,4099,,0.6653341054916382,0.00043046922655776143
410,4109,,0.7608754634857178,0.00031841735471971333
411,4119,,0.7079569101333618,0.00038154731737449765
412,4129,,0.758480429649353,0.0003167243266943842
413,4139,,0.6260203719139099,0.0004685952444560826
414,4149,0.0014304807409644127,,
414,4149,,0.7875853180885315,0.00027928175404667854
415,4159,,0.7766355872154236,0.0002938931866083294
416,4169,,0.7321861386299133,0.0003460488223936409
417,4179,,0.7620471715927124,0.0003108426171820611
418,4189,,0.7586039900779724,0.00031502029742114246
419,4199,0.0007568171713501215,,
419,4199,,0.7506210207939148,0.0003226823464501649
420,4209,,0.7700812816619873,0.0003024763718713075
421,4219,,0.6935391426086426,0.0003941243630833924
422,4229,,0.7950617074966431,0.00027202730416320264
423,4239,,0.7184573411941528,0.0003622654767241329
424,4249,0.0016822783509269357,,
424,4249,,0.7868725061416626,0.0002806170959956944
425,4259,,0.6479131579399109,0.00044140388490632176
426,4269,,0.7683839201927185,0.0003052985412068665
427,4279,,0.7470059990882874,0.0003285421116743237
428,4289,,0.7376722693443298,0.0003370197955518961
429,4299,0.0014345354866236448,,
429,4299,,0.7491322159767151,0.0003247830318287015
430,4309,,0.7226026654243469,0.0003556900774128735
431,4319,,0.7912148833274841,0.0002779863425530493
432,4329,,0.5494491457939148,0.0005537772085517645
433,4339,,0.7704576253890991,0.0003051303210668266
434,4349,0.0006261130911298096,,
434,4349,,0.7443479895591736,0.0003315548528917134
435,4359,,0.750657320022583,0.00032339541940018535
436,4369,,0.7590011358261108,0.00031736947130411863
437,4379,,0.7568514943122864,0.0003171059943269938
438,4389,,0.7061645984649658,0.00038455278263427317
439,4399,0.0006477914866991341,,
439,4399,,0.7247132062911987,0.00035738080623559654
440,4409,,0.7728639841079712,0.0002961604914162308
441,4419,,0.7523578405380249,0.00032471149461343884
442,4429,,0.7870557308197021,0.0002799200883600861
443,4439,,0.7227922081947327,0.0003543130005709827
444,4449,0.0006937896832823753,,
444,4449,,0.6812655925750732,0.0004114012699574232
445,4459,,0.7665328979492188,0.00030909854103811085
446,4469,,0.7624211311340332,0.0003127393138129264
447,4479,,0.7151129841804504,0.00036764441756531596
448,4489,,0.7764012813568115,0.00029230862855911255
449,4499,0.0014143273001536727,,
449,4499,,0.743267297744751,0.00033258317853324115
450,4509,,0.6895225048065186,0.0003940665046684444
451,4519,,0.7938039898872375,0.00027486475300975144
452,4529,,0.779866635799408,0.00029122017440386117
453,4539,,0.6934937834739685,0.00038975951611064374
454,4549,0.0027434739749878645,,
454,4549,,0.7850503325462341,0.00028451846446841955
455,4559,,0.7514893412590027,0.00032140465918928385
456,4569,,0.7300631999969482,0.00035277195274829865
457,4579,,0.7762925028800964,0.0002938871330115944
458,4589,,0.7138320803642273,0.00037354574305936694
459,4599,0.0004000086337327957,,
459,4599,,0.7335008978843689,0.00034876514109782875
460,4609,,0.7563918232917786,0.0003176391765009612
461,4619,,0.7291024923324585,0.00034802957088686526
462,4629,,0.7802187204360962,0.00029137104866094887
463,4639,,0.7357031106948853,0.00034059115569107234
464,4649,0.0014948820462450385,,
464,4649,,0.701131284236908,0.00039148598443716764
465,4659,,0.7589974403381348,0.0003230308648198843
466,4669,,0.6672734618186951,0.0004224100848659873
467,4679,,0.801516056060791,0.0002633507829159498
468,4689,,0.7442161440849304,0.0003333007625769824
469,4699,0.0010081056971102953,,
469,4699,,0.734649121761322,0.00034416280686855316
470,4709,,0.7827268838882446,0.0002899224928114563
471,4719,,0.6265484094619751,0.00047066935803741217
472,4729,,0.7581236958503723,0.0003172873693984002
473,4739,,0.7335853576660156,0.00034804147435352206
474,4749,0.0009406695025973022,,
474,4749,,0.6717597842216492,0.00041863895603455603
475,4759,,0.7755189538002014,0.00029615816310979426
476,4769,,0.7660906910896301,0.00030341680394485593
477,4779,,0.7653635144233704,0.0003074139531236142
478,4789,,0.7579146027565002,0.0003122569469269365
479,4799,0.0009329461609013379,,
479,4799,,0.7350708246231079,0.0003436262777540833
480,4809,,0.7176984548568726,0.0003689871809910983
481,4819,,0.7131859660148621,0.0003716948558576405
482,4829,,0.7529433965682983,0.00032440488575957716
483,4839,,0.7783489227294922,0.00029009461286477745
484,4849,0.001416161423549056,,
484,4849,,0.7658947706222534,0.00030651333509013057
485,4859,,0.6767535209655762,0.00041510758455842733
486,4869,,0.7311314940452576,0.00035302992910146713
487,4879,,0.6294749975204468,0.00047216430539265275
488,4889,,0.7942736148834229,0.00027277457411400974
489,4899,0.0013305243337526917,,
489,4899,,0.7612914443016052,0.0003117354353889823
490,4909,,0.750498354434967,0.00032865942921489477
491,4919,,0.7544966340065002,0.0003168944385834038
492,4929,,0.7152886986732483,0.00037105000228621066
493,4939,,0.740207314491272,0.00034249931923113763
494,4949,0.0013560032239183784,,
494,4949,,0.7216371893882751,0.00035660964203998446
495,4959,,0.7316774725914001,0.0003494794655125588
496,4969,,0.7659449577331543,0.0003056810819543898
