Id,Date,Sample,PDF Type,Target Type,Target Params,Model Type,R2 Score,Train Epoch,Batch Size,Learning Rate,N Layer,N Neurons,Loss Type,Dimension,Max Error,MSE Score,EVS Score,ISE Score,KL Score,Title,PDF params,Model params,Target params,Seed
2268c200,2024-04-12 10-40,100,EXPONENTIAL_06,,None,GMM,0.8478,,,,,,,1,1.138,0.0243,0.8479,343.1503,0.702,Experiment S100,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'n_components': 26, 'n_init': 20, 'max_iter': 10, 'init_params': 'random', 'random_state': 77}",,77
149c47f4,2024-04-12 10-56,100,EXPONENTIAL_06,PARZEN,H0.05856210430161586,PNN,0.9935,830,8,0.00012,3,42,mse_loss,1,0.199,0.0011,0.994,0.0034,0.0026,Experiment  H0.05856210430161586 S150,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'dropout': 0.0, 'hidden_layer': [(18, Tanh()), (4, Tanh()), (20, Tanh())], 'last_activation': None}",{'h': 0.05856210430161586},61
f0f80767,2024-04-12 11-01,100,EXPONENTIAL_06,GMM,kmeans C13 ,GNN,0.9926,950,76,0.0025,1,14,mse_loss,1,0.0557,0.0012,0.9927,0.0038,0.0239,Experiment  C13 S150,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'dropout': 0.0, 'hidden_layer': [(14, Tanh())], 'last_activation': None}","{'n_components': 13, 'n_init': 70, 'max_iter': 80, 'init_params': 'kmeans', 'random_state': 15}",54
e5c205b5,2024-04-12 11-08,100,EXPONENTIAL_06,GMM,kmeans C13 ,GNN,0.9926,950,76,0.0025185,1,14,mse_loss,1,0.0555,0.0012,0.9927,0.0038,0.0239,Experiment  C13 S150,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'dropout': 0.0, 'hidden_layer': [(14, Tanh())], 'last_activation': None}","{'n_components': 13, 'n_init': 70, 'max_iter': 80, 'init_params': 'kmeans', 'random_state': 15}",54
60f8ea65,2024-04-12 11-11,100,EXPONENTIAL_06,,None,GMM,0.7827,,,,,,,1,1.1339,0.0347,0.7827,362.1963,0.702,Experiment S100,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'n_components': 4, 'n_init': 100, 'max_iter': 100, 'init_params': 'random', 'random_state': 42}",,42
f8381dca,2024-04-12 11-25,100,EXPONENTIAL_06,GMM,kmeans C13 ,GNN,0.9674,950,76,0.0025185,1,14,mse_loss,1,0.1532,0.0053,0.9675,0.0169,0.053,Experiment  C13 S150,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'dropout': 0.0, 'hidden_layer': [(14, Tanh())], 'last_activation': 'lambda'}","{'n_components': 13, 'n_init': 70, 'max_iter': 80, 'init_params': 'kmeans', 'random_state': 15}",42
73b6f603,2024-04-23 10-38,100,EXPONENTIAL_06,,None,GMM,0.8318,,,,,,,1,1.1332,0.0269,0.8319,346.7013,0.702,Experiment S100,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'n_components': 31, 'n_init': 30, 'max_iter': 10, 'init_params': 'random', 'random_state': 49}",,49
f6b7d6d6,2024-04-23 11-02,50,EXPONENTIAL_06,,None,GMM,0.7645,,,,,,,1,1.0493,0.0376,0.7647,395.0874,0.702,Experiment S50,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'n_components': 31, 'n_init': 30, 'max_iter': 10, 'init_params': 'random', 'random_state': 49}",,49
afb8dee5,2024-04-23 11-03,50,EXPONENTIAL_06,,None,Parzen Window,0.9296,,,,,,,1,0.7746,0.0113,0.9339,314.4611,0.702,Experiment S50,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]",{'h': 0.13769091718282794},,49
6d3dabc2,2024-04-23 11-05,50,EXPONENTIAL_06,,None,KNN,0.9078,,,,,,,1,0.7351,0.0147,0.9271,316.2619,0.702,Experiment S50,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'k1': 3.291443562872368, 'kn': 23}",,49
d50e19fb,2024-04-23 11-07,50,MULTIVARIATE_1254,,None,GMM,0.072,,,,,,,1,0.2248,0.0026,0.0913,82.3759,0.1576,Experiment S50,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'n_components': 4, 'n_init': 60, 'max_iter': 70, 'init_params': 'kmeans', 'random_state': 55}",,55
b67b6e4c,2024-04-23 11-07,50,MULTIVARIATE_1254,,None,KNN,0.4752,,,,,,,1,0.1541,0.0015,0.5261,64.3591,0.1576,Experiment S50,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'k1': 7.255122108569863, 'kn': 23}",,55
c91647f0,2024-04-23 11-08,50,MULTIVARIATE_1254,,None,Parzen Window,0.6615,,,,,,,1,0.1014,0.001,0.662,52.5236,0.1576,Experiment S50,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",{'h': 0.53249163817731},,55
44417b4c,2024-04-23 11-10,100,MULTIVARIATE_1254,,None,GMM,0.4636,,,,,,,1,0.1521,0.0016,0.4638,69.2541,0.1609,Experiment S100,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'n_components': 3, 'n_init': 60, 'max_iter': 10, 'init_params': 'random_from_data', 'random_state': 52}",,55
ec68f379,2024-04-23 11-10,100,MULTIVARIATE_1254,,None,KNN,0.7298,,,,,,,1,0.1069,0.0008,0.7424,59.8825,0.1609,Experiment S100,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'k1': 1.062948698813215, 'kn': 23}",,55
c53a7790,2024-04-23 11-11,100,MULTIVARIATE_1254,,None,Parzen Window,0.7974,,,,,,,1,0.1288,0.0006,0.7998,53.9312,0.1609,Experiment S100,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",{'h': 0.3795311935073519},,55
2c586833,2024-04-23 11-16,100,MULTIVARIATE_1254,GMM,k-means++ C9 ,GNN,0.8198,950,4,0.0006734373910499807,2,96,huber_loss,1,0.145,0.0006,0.8498,0.0054,0.0333,Experiment  C9 S100,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'dropout': 0.0, 'hidden_layer': [(58, Tanh()), (38, ReLU())], 'last_activation': 'lambda'}","{'n_components': 9, 'n_init': 40, 'max_iter': 10, 'init_params': 'k-means++', 'random_state': 51}",56
520c7e01,2024-04-23 11-20,100,MULTIVARIATE_1254,GMM,k-means++ C9 ,GNN,0.7657,950,4,0.0006734373910499807,2,96,huber_loss,1,0.0585,0.0007,0.8714,0.0072,0.0338,Experiment  C9 S150,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'dropout': 0.0, 'hidden_layer': [(58, Tanh()), (38, ReLU())], 'last_activation': 'lambda'}","{'n_components': 9, 'n_init': 40, 'max_iter': 10, 'init_params': 'k-means++', 'random_state': 51}",56
a6aebb2f,2024-04-23 11-23,100,EXPONENTIAL_06,,None,GMM,0.7847,,,,,,,1,1.1301,0.0344,0.7847,364.2961,0.702,Experiment S100,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'n_components': 30, 'n_init': 100, 'max_iter': 30, 'init_params': 'random', 'random_state': 93}",,56
7812aacb,2024-04-23 11-23,100,EXPONENTIAL_06,,None,GMM,0.7847,,,,,,,1,1.1301,0.0344,0.7847,364.2961,0.702,Experiment S100,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'n_components': 30, 'n_init': 100, 'max_iter': 30, 'init_params': 'random', 'random_state': 93}",,0
dd8c01f1,2024-04-23 11-23,200,EXPONENTIAL_06,,None,GMM,0.907,,,,,,,1,1.1122,0.0151,0.907,344.0918,0.7101,Experiment S200,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'n_components': 30, 'n_init': 100, 'max_iter': 30, 'init_params': 'random', 'random_state': 93}",,0
a441ce72,2024-04-23 11-24,200,EXPONENTIAL_06,,None,KNN,0.9206,,,,,,,1,0.8886,0.0129,0.9211,326.5495,0.7101,Experiment S200,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'k1': 1.8571060564834343, 'kn': 23}",,0
606deba2,2024-04-23 11-25,200,EXPONENTIAL_06,,None,Parzen Window,0.918,,,,,,,1,0.909,0.0133,0.9193,308.3525,0.7101,Experiment S200,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]",{'h': 0.0882372979874699},,0
677c1b28,2024-04-23 11-25,200,MULTIVARIATE_1254,,None,Parzen Window,0.7872,,,,,,,1,0.1427,0.0007,0.7919,58.574,0.1627,Experiment S200,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]",{'h': 0.28293348425061676},,0
acce690c,2024-04-23 11-26,200,MULTIVARIATE_1254,,None,KNN,0.7404,,,,,,,1,0.1388,0.0008,0.7438,55.7257,0.1627,Experiment S200,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'k1': 1.5005508828032745, 'kn': 23}",,0
5628c462,2024-04-23 11-27,200,MULTIVARIATE_1254,,None,GMM,0.7536,,,,,,,1,0.1737,0.0008,0.754,68.8703,0.1627,Experiment S200,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'n_components': 5, 'n_init': 60, 'max_iter': 90, 'init_params': 'random_from_data', 'random_state': 46}",,0
f110a117,2024-04-23 14-37,50,EXPONENTIAL_06,GMM,random C24 ,GNN,0.9364,610,58,0.0030987653108978165,1,58,mse_loss,1,0.1978,0.0102,0.9461,0.0324,0.1731,Experiment  C24 S50,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'dropout': 0.0, 'hidden_layer': [(58, Tanh())], 'last_activation': 'lambda'}","{'n_components': 24, 'n_init': 40, 'max_iter': 10, 'init_params': 'random', 'random_state': 63}",73
0f31e799,2024-04-23 14-38,50,EXPONENTIAL_06,GMM,random C24 ,GNN,0.9364,610,58,0.0030987653108978165,1,58,mse_loss,1,0.1978,0.0102,0.9461,0.0324,0.1731,Experiment  C24 S50,"[[{'type': 'exponential', 'rate': 0.6, 'weight': 1}]]","{'dropout': 0.0, 'hidden_layer': [(58, Tanh())], 'last_activation': 'lambda'}","{'n_components': 24, 'n_init': 40, 'max_iter': 10, 'init_params': 'random', 'random_state': 63}",73
7a05211a,2024-04-23 14-43,100,MULTIVARIATE_1254,GMM,k-means++ C10 ,GNN,0.635,540,40,0.0009981718351141132,3,134,mse_loss,1,0.1576,0.0011,0.7711,0.0112,0.0538,Experiment  C10 S100,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'dropout': 0.0, 'hidden_layer': [(60, ReLU()), (30, ReLU()), (44, Tanh())], 'last_activation': None}","{'n_components': 10, 'n_init': 100, 'max_iter': 80, 'init_params': 'k-means++', 'random_state': 96}",75
a089469b,2024-04-23 14-45,100,MULTIVARIATE_1254,GMM,k-means++ C10 ,GNN,0.7417,540,40,0.0009981718351141132,3,134,mse_loss,1,0.15,0.0008,0.7943,0.0078,0.0401,Experiment  C10 S100,"[[{'type': 'exponential', 'rate': 1, 'weight': 0.2}, {'type': 'logistic', 'mean': 4, 'scale': 0.8, 'weight': 0.25}, {'type': 'logistic', 'mean': 5.5, 'scale': 0.7, 'weight': 0.3}, {'type': 'exponential', 'mean': -1, 'weight': 0.25, 'shift': -10}]]","{'dropout': 0.0, 'hidden_layer': [(60, ReLU()), (30, ReLU()), (44, Tanh())], 'last_activation': None}","{'n_components': 10, 'n_init': 100, 'max_iter': 80, 'init_params': 'k-means++', 'random_state': 96}",75
